NACA 66(1)-212
       26.       26.

  0.000000  0.000000
  0.004240  0.009530
  0.006660  0.011540
  0.011560  0.014620
  0.023950  0.019910
  0.048830  0.028090
  0.073790  0.034590
  0.098780  0.040110
  0.148830  0.049050
  0.198940  0.055960
  0.249080  0.061320
  0.299250  0.065390
  0.349430  0.068330
  0.399620  0.070180
  0.449810  0.070950
  0.500000  0.070680
  0.550190  0.069310
  0.600360  0.066590
  0.650510  0.061690
  0.700610  0.054870
  0.750660  0.046610
  0.800650  0.037390
  0.850570  0.027550
  0.900430  0.017500
  0.950220  0.007890
  1.000000  0.000000

  0.000000  0.000000
  0.005760 -0.008530
  0.008340 -0.010140
  0.013440 -0.012480
  0.026050 -0.016190
  0.051170 -0.021770
  0.076210 -0.026110
  0.101220 -0.029770
  0.151170 -0.035590
  0.201060 -0.040040
  0.250920 -0.043420
  0.300750 -0.045950
  0.350570 -0.047730
  0.400380 -0.048760
  0.450190 -0.049050
  0.500000 -0.048620
  0.549810 -0.047410
  0.599640 -0.045170
  0.649490 -0.041090
  0.699390 -0.035430
  0.749340 -0.028710
  0.799350 -0.021470
  0.849430 -0.014090
  0.899570 -0.007160
  0.949780 -0.001570
  1.000000  0.000000
