E209  (13.72%)
       31.       31.

  0.002160  0.006350
  0.009160  0.015170
  0.020660  0.024540
  0.036510  0.034060
  0.056560  0.043410
  0.080650  0.052370
  0.108540  0.060730
  0.139970  0.068300
  0.174610  0.074900
  0.212110  0.080370
  0.252080  0.084480
  0.294240  0.086940
  0.338410  0.087640
  0.384360  0.086570
  0.431850  0.083800
  0.480580  0.079490
  0.530280  0.073930
  0.580470  0.067530
  0.630490  0.060650
  0.679680  0.053520
  0.727380  0.046340
  0.772950  0.039300
  0.815770  0.032530
  0.855230  0.026150
  0.890770  0.020270
  0.921870  0.014880
  0.948210  0.009920
  0.969690  0.005570
  0.986000  0.002320
  0.996390  0.000520
  1.000000  0.000000

  0.002160  0.006350
  0.000070 -0.001080
  0.003980 -0.007750
  0.013790 -0.014670
  0.028520 -0.021400
  0.048040 -0.027650
  0.072190 -0.033290
  0.100730 -0.038210
  0.133400 -0.042330
  0.169860 -0.045610
  0.209740 -0.047990
  0.252580 -0.049430
  0.297930 -0.049850
  0.345240 -0.049090
  0.394300 -0.046830
  0.445160 -0.043220
  0.497490 -0.038840
  0.550570 -0.034090
  0.603680 -0.029230
  0.656090 -0.024460
  0.707080 -0.019930
  0.755940 -0.015760
  0.801970 -0.012050
  0.844510 -0.008840
  0.882930 -0.006170
  0.916650 -0.004000
  0.945220 -0.002220
  0.968340 -0.000890
  0.985580 -0.000140
  0.996330  0.000030
  1.000000  0.000000
