E385  (8.41%)
       32.       30.

  0.004240  0.009030
  0.012330  0.017450
  0.024500  0.026520
  0.040730  0.035900
  0.060900  0.045280
  0.084900  0.054420
  0.112530  0.063120
  0.143580  0.071180
  0.177760  0.078460
  0.214750  0.084800
  0.254190  0.090050
  0.295710  0.094090
  0.338870  0.096720
  0.383370  0.097730
  0.428980  0.097030
  0.475450  0.094640
  0.522490  0.090670
  0.569810  0.085270
  0.617090  0.078710
  0.663900  0.071370
  0.709650  0.063560
  0.753760  0.055510
  0.795690  0.047440
  0.834880  0.039520
  0.870840  0.031930
  0.903090  0.024810
  0.931170  0.018260
  0.954800  0.012310
  0.973840  0.007160
  0.988040  0.003210
  0.996950  0.000800
  1.000000  0.000000

  0.004240  0.009030
  0.000250  0.001820
  0.001120 -0.003100
  0.007680 -0.006110
  0.019960 -0.007950
  0.037850 -0.008480
  0.061310 -0.007790
  0.090230 -0.006070
  0.124380 -0.003540
  0.163400 -0.000400
  0.206870  0.003130
  0.254290  0.006840
  0.305070  0.010530
  0.358580  0.014020
  0.414130  0.017140
  0.471000  0.019780
  0.528420  0.021810
  0.585640  0.023160
  0.641870  0.023780
  0.696360  0.023660
  0.748370  0.022800
  0.797180  0.021250
  0.842100  0.019060
  0.882500  0.016330
  0.917790  0.013170
  0.947430  0.009680
  0.970760  0.006030
  0.987220  0.002810
  0.996850  0.000700
  1.000000  0.000000
