E207  (12.04%)
       32.       30.

  0.000000 -0.000150
  0.002790  0.007140
  0.010150  0.015650
  0.021890  0.024680
  0.037910  0.033830
  0.058080  0.042820
  0.082250  0.051430
  0.110180  0.059440
  0.141620  0.066690
  0.176250  0.073000
  0.213710  0.078190
  0.253630  0.082050
  0.295730  0.084300
  0.339810  0.084830
  0.385670  0.083620
  0.433060  0.080750
  0.481690  0.076380
  0.531290  0.070790
  0.581390  0.064410
  0.631320  0.057590
  0.680430  0.050550
  0.728060  0.043520
  0.773570  0.036660
  0.816330  0.030110
  0.855760  0.024000
  0.891280  0.018410
  0.922380  0.013370
  0.948700  0.008810
  0.970110  0.004890
  0.986250  0.002020
  0.996470  0.000450
  1.000000  0.000000

  0.000000 -0.000150
  0.003040 -0.006260
  0.012120 -0.012040
  0.026280 -0.017500
  0.045430 -0.022340
  0.069430 -0.026490
  0.098070 -0.029910
  0.131090 -0.032570
  0.168170 -0.034480
  0.208930 -0.035650
  0.252920 -0.036110
  0.299660 -0.035860
  0.348610 -0.034870
  0.399370 -0.033020
  0.451650 -0.030440
  0.504950 -0.027440
  0.558600 -0.024250
  0.611890 -0.021020
  0.664140 -0.017870
  0.714670 -0.014880
  0.762830 -0.012120
  0.807960 -0.009630
  0.849480 -0.007440
  0.886810 -0.005550
  0.919420 -0.003900
  0.946990 -0.002390
  0.969300 -0.001080
  0.985980 -0.000260
  0.996430  0.000000
  1.000000  0.000000
