E64  (8.45%)
       31.       31.

  0.005600  0.009310
  0.014960  0.016800
  0.028630  0.024530
  0.046580  0.032210
  0.068720  0.039600
  0.094900  0.046530
  0.124940  0.052850
  0.158580  0.058440
  0.195530  0.063220
  0.235470  0.067100
  0.278030  0.070040
  0.322800  0.071970
  0.369380  0.072880
  0.417310  0.072750
  0.466150  0.071620
  0.515430  0.069500
  0.564690  0.066460
  0.613440  0.062570
  0.661220  0.057930
  0.707560  0.052670
  0.752000  0.046910
  0.794080  0.040810
  0.833360  0.034550
  0.869420  0.028290
  0.901850  0.022230
  0.930220  0.016590
  0.954090  0.011450
  0.973240  0.006860
  0.987610  0.003110
  0.996790  0.000760
  1.000000  0.000000

  0.005600  0.009310
  0.000560  0.002580
  0.000750 -0.002550
  0.006750 -0.006640
  0.018180 -0.010380
  0.034770 -0.013480
  0.056400 -0.015820
  0.082930 -0.017350
  0.114150 -0.018100
  0.149790 -0.018090
  0.189540 -0.017400
  0.233000 -0.016100
  0.279730 -0.014310
  0.329240 -0.012120
  0.380980 -0.009650
  0.434390 -0.007010
  0.488840 -0.004340
  0.543700 -0.001730
  0.598310  0.000690
  0.651990  0.002840
  0.704090  0.004610
  0.753920  0.005950
  0.800820  0.006780
  0.844160  0.007090
  0.883310  0.006860
  0.917700  0.006120
  0.946750  0.004910
  0.969900  0.003330
  0.986610  0.001690
  0.996650  0.000460
  1.000000  0.000000
