Dayton-Wright 6
       17.       17.

  0.000000  0.030800
  0.012500  0.052200
  0.025000  0.064700
  0.050000  0.083800
  0.075000  0.097800
  0.100000  0.108800
  0.150000  0.124500
  0.200000  0.134000
  0.300000  0.139700
  0.400000  0.135000
  0.500000  0.123000
  0.600000  0.107500
  0.700000  0.088200
  0.800000  0.063700
  0.900000  0.037700
  0.950000  0.023000
  1.000000  0.005700

  0.000000  0.030800
  0.012500  0.012700
  0.025000  0.008300
  0.050000  0.003300
  0.075000  0.001300
  0.100000  0.000500
  0.150000  0.000700
  0.200000  0.001700
  0.300000  0.003700
  0.400000  0.004500
  0.500000  0.003000
  0.600000  0.001500
  0.700000  0.000300
  0.800000  0.000300
  0.900000  0.001200
  0.950000  0.002000
  1.000000  0.005700
