AUGUST 160
       49.       49.

  0.000000  0.000000
  0.001070  0.013110
  0.004280  0.022000
  0.009610  0.031500
  0.017040  0.041000
  0.026530  0.050610
  0.038060  0.060780
  0.051560  0.071690
  0.066990  0.081780
  0.084270  0.092070
  0.103320  0.101300
  0.124080  0.110260
  0.146450  0.117870
  0.170330  0.124670
  0.195620  0.129690
  0.222210  0.133010
  0.250000  0.134060
  0.278860  0.133380
  0.308660  0.131070
  0.339280  0.127650
  0.370590  0.123170
  0.402450  0.117950
  0.434740  0.112030
  0.467300  0.105710
  0.500000  0.099030
  0.532700  0.092320
  0.565260  0.085450
  0.597550  0.078690
  0.629410  0.071950
  0.660720  0.065460
  0.691340  0.059130
  0.721140  0.053090
  0.750000  0.047320
  0.777790  0.041930
  0.804380  0.036880
  0.829670  0.032140
  0.853550  0.027730
  0.875920  0.023650
  0.896680  0.019860
  0.915730  0.016340
  0.933010  0.013180
  0.948440  0.010330
  0.961940  0.007880
  0.973470  0.005780
  0.982960  0.004060
  0.990390  0.002720
  0.995720  0.001750
  0.998930  0.001110
  1.000000  0.000000

  0.000000  0.000000
  0.001070 -0.003600
  0.004280 -0.007410
  0.009610 -0.010000
  0.017040 -0.012500
  0.026530 -0.015000
  0.038060 -0.017120
  0.051560 -0.019000
  0.066990 -0.020750
  0.084270 -0.022410
  0.103320 -0.023200
  0.124080 -0.024350
  0.146450 -0.024840
  0.170330 -0.025620
  0.195620 -0.025840
  0.222210 -0.026290
  0.250000 -0.026320
  0.278860 -0.026500
  0.308660 -0.026380
  0.339280 -0.026330
  0.370590 -0.026060
  0.402450 -0.025820
  0.434740 -0.025380
  0.467300 -0.024980
  0.500000 -0.024390
  0.532700 -0.023850
  0.565260 -0.023120
  0.597550 -0.022430
  0.629410 -0.021580
  0.660720 -0.020770
  0.691340 -0.019770
  0.721140 -0.018810
  0.750000 -0.017680
  0.777790 -0.016530
  0.804380 -0.015210
  0.829670 -0.013660
  0.853550 -0.012000
  0.875920 -0.010240
  0.896680 -0.008440
  0.915730 -0.006740
  0.933010 -0.005170
  0.948440 -0.003760
  0.961940 -0.002610
  0.973470 -0.001720
  0.982960 -0.001130
  0.990390 -0.000860
  0.995720 -0.000820
  0.998930 -0.000850
  1.000000  0.000000
