E197  (13.49%)
       32.       30.

  0.000000  0.000230
  0.003180  0.007920
  0.011040  0.016860
  0.023350  0.026360
  0.039960  0.036030
  0.060750  0.045590
  0.085510  0.054810
  0.114020  0.063480
  0.145990  0.071420
  0.181120  0.078460
  0.219030  0.084440
  0.259330  0.089200
  0.301600  0.092520
  0.345510  0.094150
  0.390850  0.093960
  0.437350  0.091930
  0.484750  0.088080
  0.532820  0.082470
  0.581460  0.075430
  0.630280  0.067530
  0.678600  0.059210
  0.725750  0.050800
  0.771050  0.042540
  0.813840  0.034670
  0.853490  0.027330
  0.889390  0.020690
  0.920960  0.014780
  0.947780  0.009610
  0.969600  0.005300
  0.986040  0.002190
  0.996420  0.000500
  1.000000  0.000000

  0.000000  0.000230
  0.002790 -0.006370
  0.011640 -0.012750
  0.025550 -0.018910
  0.044380 -0.024520
  0.067970 -0.029470
  0.096100 -0.033660
  0.128520 -0.037020
  0.164930 -0.039540
  0.204950 -0.041180
  0.248180 -0.041960
  0.294130 -0.041860
  0.342310 -0.040780
  0.392360 -0.038570
  0.444150 -0.035370
  0.497230 -0.031620
  0.550910 -0.027620
  0.604470 -0.023590
  0.657180 -0.019670
  0.708340 -0.015980
  0.757250 -0.012620
  0.803230 -0.009650
  0.845640 -0.007110
  0.883880 -0.005000
  0.917380 -0.003270
  0.945720 -0.001820
  0.968640 -0.000700
  0.985720 -0.000080
  0.996370  0.000040
  1.000000  0.000000
