E193  (10.22%)
       31.       31.

  0.004650  0.009170
  0.013440  0.017410
  0.026520  0.026100
  0.043830  0.034890
  0.065250  0.043540
  0.090610  0.051830
  0.119680  0.059580
  0.152180  0.066640
  0.187810  0.072850
  0.226200  0.078070
  0.266960  0.082140
  0.309680  0.084880
  0.354030  0.086040
  0.399790  0.085520
  0.446730  0.083330
  0.494580  0.079550
  0.543060  0.074370
  0.591870  0.068080
  0.640520  0.061120
  0.688390  0.053820
  0.734840  0.046430
  0.779230  0.039140
  0.820960  0.032150
  0.859450  0.025580
  0.894140  0.019570
  0.924520  0.014150
  0.950230  0.009320
  0.971080  0.005220
  0.986740  0.002200
  0.996610  0.000510
  1.000000  0.000000

  0.004650  0.009170
  0.000260  0.001920
  0.001290 -0.003730
  0.008190 -0.008370
  0.020440 -0.012500
  0.037910 -0.015860
  0.060490 -0.018390
  0.088010 -0.020080
  0.120260 -0.020970
  0.156970 -0.021100
  0.197780 -0.020590
  0.242270 -0.019540
  0.289980 -0.018060
  0.340350 -0.016270
  0.392800 -0.014290
  0.446720 -0.012230
  0.501450 -0.010180
  0.556300 -0.008230
  0.610590 -0.006440
  0.663640 -0.004850
  0.714790 -0.003500
  0.763390 -0.002390
  0.808820 -0.001530
  0.850500 -0.000900
  0.887880 -0.000480
  0.920480 -0.000180
  0.947940  0.000100
  0.970030  0.000330
  0.986400  0.000340
  0.996550  0.000140
  1.000000  0.000000
